locus,gene_weight,gene_name,gene_product,cog,regulator,AmrZ,AlgR,link
PA3064,0.07412313870000001,pelA,hypothetical protein,Function unknown,"RpoS,FleQ,RsmA",False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3064&e1=1&assembly=complete
PA2238,0.0705909811,pslH,biofilm formation protein PslH,Cell wall/membrane/envelope biogenesis,AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2238&e1=1&assembly=complete
PA3063,0.06928434330000001,pelB,pellicle/biofilm biosynthesis protein PelB,Function unknown,"RpoS,FleQ,RsmA",False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3063&e1=1&assembly=complete
PA2235,0.067784302,pslE,biofilm formation protein PslE,"Cell cycle control, cell division, chromosome partitioning",AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2235&e1=1&assembly=complete
PA2239,0.0672953748,pslI,biofilm formation protein PslI,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2239&e1=1&assembly=complete
PA2234,0.0668744703,pslD,biofilm formation protein PslD,Cell wall/membrane/envelope biogenesis,AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2234&e1=1&assembly=complete
PA3865a,0.0656347624,PA3865a,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3865a&e1=1&assembly=complete
PA2237,0.0648577805,pslG,biofilm formation protein PslG,Carbohydrate transport and metabolism,AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2237&e1=1&assembly=complete
PA2240,0.0645443789,pslJ,biofilm formation protein PslJ,Cell wall/membrane/envelope biogenesis,AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2240&e1=1&assembly=complete
PA2232,0.0633056783,pslB,biofilm formation protein PslB,Carbohydrate transport and metabolism,AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2232&e1=1&assembly=complete
PA3060,0.062285710300000005,pelE,pellicle/biofilm biosynthesis protein PelE,Energy production and conversion,"RpoS,FleQ,RsmA",False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3060&e1=1&assembly=complete
PA2236,0.062194428100000004,pslF,biofilm formation protein PslF,Cell wall/membrane/envelope biogenesis,AmrZ,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2236&e1=1&assembly=complete
PA5044,-0.059744232800000005,pilM,type 4 fimbrial biogenesis protein PilM,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5044&e1=1&assembly=complete
PA4365,-0.0613596469,PA4365,transporter,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4365&e1=1&assembly=complete
PA5043,-0.061582519700000005,pilN,type 4 fimbrial biogenesis protein PilN,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5043&e1=1&assembly=complete
PA2436,-0.0626195173,PA2436,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2436&e1=1&assembly=complete
PA0028,-0.0635024278,PA0028,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0028&e1=1&assembly=complete
PA3386,-0.063537063,PA3386,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3386&e1=1&assembly=complete
PA4551,-0.0646479898,pilV,type 4 fimbrial biogenesis protein PilV,Cell motility,"PA1226,AlgR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4551&e1=1&assembly=complete
PA4550,-0.06479626250000001,fimU,type 4 fimbrial biogenesis protein FimU,Cell motility,"PA1226,AlgR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4550&e1=1&assembly=complete
PA5139,-0.0649640522,PA5139,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5139&e1=1&assembly=complete
PA4704,-0.0650283525,cbpA,cAMP-binding protein A,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4704&e1=1&assembly=complete
PA4307,-0.0658772178,pctC,chemotactic transducer PctC,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4307&e1=1&assembly=complete
PA0359,-0.0659687068,PA0359,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0359&e1=1&assembly=complete
PA4552,-0.0663333861,pilW,type 4 fimbrial biogenesis protein PilW,Cell motility,"PA1226,AlgR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4552&e1=1&assembly=complete
PA3091,-0.0669990229,PA3091,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3091&e1=1&assembly=complete
PA0602,-0.0690601331,PA0602,ABC transporter,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0602&e1=1&assembly=complete
PA4553,-0.0706014,pilX,type 4 fimbrial biogenesis protein PilX,Cell motility,"PA1226,AlgR",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4553&e1=1&assembly=complete
PA0027,-0.0724639769,PA0027,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0027&e1=1&assembly=complete
PA2761,-0.0728160679,PA2761,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2761&e1=1&assembly=complete
PA3762,-0.0738694939,PA3762,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3762&e1=1&assembly=complete
PA3114,-0.0766752629,truA,tRNA pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3114&e1=1&assembly=complete
PA0391,-0.0778070701,PA0391,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0391&e1=1&assembly=complete
PA5033,-0.0816940352,PA5033,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5033&e1=1&assembly=complete
PA0951a,-0.0830858231,PA0951a,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0951a&e1=1&assembly=complete
PA3116,-0.0928272507,PA3116,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3116&e1=1&assembly=complete
PA4683,-0.09308181500000001,PA4683,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4683&e1=1&assembly=complete
PA4523,-0.0932289614,PA4523,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4523&e1=1&assembly=complete
PA4616,-0.0932387654,PA4616,C4-dicarboxylate-binding protein,Carbohydrate transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4616&e1=1&assembly=complete
PA4525,-0.10848527000000001,pilA,type 4 fimbrial protein PilA,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4525&e1=1&assembly=complete
PA3115,-0.1169431476,fimV,motility protein FimV,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3115&e1=1&assembly=complete
PA0952,-0.1275986875,PA0952,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0952&e1=1&assembly=complete
