locus,gene_weight,gene_name,gene_product,COG,operon,regulator,Fur,link
b0583,0.18486319880000002,entD,phosphopantetheinyl transferase EntD,Coenzyme transport and metabolism,fepA-entD,"RpoD,Crp,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10262
b0804,0.1846732825,ybiX,PKHD-type hydroxylase YbiX,Function unknown,ybiX,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6413
b0585,0.18124642330000001,fes,enterochelin esterase,Inorganic ion transport and metabolism,fes-ybdZ-entF-fepE,"RpoD,Fnr,H-NS,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10299
b1102,0.14796439720000001,fhuE,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,Inorganic ion transport and metabolism,fhuE,"Fur,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10306
b0588,0.08783154180000001,fepC,ferric enterobactin ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,fepDGC,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10295
b1705,0.0860958471,ydiE,PF10636 family protein YdiE,Inorganic ion transport and metabolism,ydiE,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12391
b0591,0.0842678374,entS,enterobactin exporter EntS,Amino acid transport and metabolism,entS,"RpoD,YdhB,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11104
b0589,0.0794119399,fepG,ferric enterobactin ABC transporter membrane subunit FepG,Inorganic ion transport and metabolism,fepDGC,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10298
b0153,0.0650152915,fhuB,iron(III) hydroxamate ABC transporter membrane subunit,Inorganic ion transport and metabolism,fhuACDB,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10303
b0152,0.062262582500000004,fhuD,iron(III) hydroxamate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,fhuACDB,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10305
b0803,0.0614919222,ybiI,zinc finger domain-containing protein YbiI,Signal transduction mechanisms,ybiI,"RpoS,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12421
b2676,0.057705678100000005,nrdF,ribonucleoside-diphosphate reductase 2 subunit beta,Nucleotide transport and metabolism,nrdHIEF,"RpoD,IscR,Fur,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12381
b2675,0.0536084109,nrdE,ribonucleoside-diphosphate reductase 2 subunit alpha,Nucleotide transport and metabolism,nrdHIEF,"RpoD,IscR,Fur,ppGpp,NrdR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG20257
b0151,0.0514015852,fhuC,iron(III) hydroxamate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,fhuACDB,"RpoD,Fur",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10304
b1452,0.0513017822,yncE,PQQ-like domain-containing protein YncE,Function unknown,yncE,"MarA,ArcA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6763
b1681,0.0477145197,sufD,Fe-S cluster scaffold complex subunit SufD,"Post-translational modification, protein turnover,and chaperones",sufABCDSE,"RpoD,NsrR,IscR,IHF,OxyR,Fur,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6907
