locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigB,link
BSU_38630,0.09959825295273576,katX,major catalase in spores,Inorganic ion transport and metabolism,Op2989,"SigB,RsfA,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38630
BSU_02590,0.09508177001914536,ycbP,putative inner integral membrane protein,Function unknown,Op193,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02590
BSU_32100,0.0930063647654683,yumB,putative NAD-disulfide oxidoreductase,Energy production and conversion,Op2522,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32100
BSU_13160,0.08933261914381106,ohrB,organic hydroperoxide resistance reductase B,"Post-translational modification, protein turnover, and chaperones",Op1024,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13160
BSU_05100,0.08871743831647158,yddT,putative exported phage protein,No COG annotation,Op388,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05100
BSU_19150,0.08649990497619946,yocB,conserved protein of unknown function,No COG annotation,Op1485,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19150
BSU_02840,0.08562815286652475,ycdG,putative oligo-carbohydrate hydrolase,Carbohydrate transport and metabolism,Op218,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02840
BSU_04340,0.08339304269987366,poxB,acetyl-phosphate generating pyruvate oxidase,Amino acid transport and metabolism,Op322,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04340
BSU_05099,0.08132648556098174,ydzM,conserved phage protein of unknown function,No COG annotation,Op387,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05099
BSU_07850,0.08111902754421564,sufLB,general stress protein 18%3B deglycase,Function unknown,Op620,"SigB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07850
BSU_04380,0.06945832928204163,ydaT,conserved protein of unknown function,Function unknown,Op326,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04380
BSU_31480,0.0679612402974687,yuxJ,putative exporter induced in acid stress,Amino acid transport and metabolism,Op2482,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31480
BSU_36670,0.06733972526650649,csbD,stress response protein,Transcription,Op2857,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36670
BSU_38610,0.06563496172501722,yxzF,conserved protein of unknown function,No COG annotation,Op2988,"SigB,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38610
BSU_39050,0.06517640013344159,katE,catalase 2,Inorganic ion transport and metabolism,Op3018,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39050
BSU_02830,0.06402794283322938,ycdF,putative oxidoreductase,Lipid transport and metabolism,Op217,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02830
BSU_40340,0.06380347726224672,rocD,ornithine aminotransferase,Amino acid transport and metabolism,Op3093,"SigL,Spo0A,AhrC,CodY,RocR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40340
BSU_28509,0.06236972388132377,BSU_28509,CDS C-terminal fragment,No COG annotation,Op2271,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28509
BSU_13169,0.06044003524724235,ykzN,hypothetical protein,No COG annotation,Op1025,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13169
BSU_33410,0.06019177256582125,yvgO,exported stress induced factor,No COG annotation,Op2626,"SigB,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33410
BSU_33830,0.059745853542171136,opuCA,glycine betaine/carnitine/choline/choline sulfate ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op2653,"RemA,OpcR,YlxR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33830
BSU_33820,0.059726234511753164,opuCB,glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease),Inorganic ion transport and metabolism,Op2653,"RemA,OpcR,YlxR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33820
BSU_09240,0.058554548400648186,glpW,promiscuous phosphoglycolate phosphatase / glycerol-3-phosphate phosphatase / 2-deoxyglucose-6-phosphatase,Function unknown,Op713,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09240
BSU_09140,0.05854358140082895,yhcM,expressed protein of unknown function,No COG annotation,Op705,"SigB,SigG,SigF",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09140
BSU_02100,0.057687447862049684,cypC,fatty acid beta-hydroxylating cytochrome P450,"Secondary metabolites biosynthesis, transport, and catabolism",Op156,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_02100
BSU_09450,0.05706492357663433,yhdF,putative NAD(P)-dependent dehydrogenase,Lipid transport and metabolism,Op731,"SigA,SigB,CitR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09450
BSU_00170,0.055817996638914166,yaaI,putative amidase (isochorismatase family),"Secondary metabolites biosynthesis, transport, and catabolism",Op10,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00170
BSU_33800,0.0556890802316051,opuCD,glycine betaine/carnitine/choline/choline sulfate ABC transporter (promiscuous permease),Inorganic ion transport and metabolism,Op2653,"RemA,OpcR,YlxR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33800
BSU_27750,0.055102690816039405,bofC,bypass of forespore C%2C intercompartmental signaling factor,Function unknown,Op2220,"SigB,SigG,SigF,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27750
BSU_38180,0.053686461366812516,ywzA,conserved protein of unknown function,Function unknown,Op2957,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38180
BSU_21000,0.05315710591667891,spbT,toxin%3B phage SPbeta,No COG annotation,Op1670,SR6,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21000
BSU_13320,0.05260000397037808,ykzB,conserved protein of unknown function,No COG annotation,Op1041,"SigA,PhoP,TnrA",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13320
BSU_39040,0.052311688494159965,yxiS,conserved protein of unknown function,No COG annotation,Op3018,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39040
BSU_09250,0.051927295119373613,yhcX,putative amidohydrolase,Transcription,Op714,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09250
BSU_38830,0.05178589166349532,aldY,putative aldehyde dehydrogenase,Energy production and conversion,Op3000,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38830
BSU_29870,0.05147002769639702,ytzB,conserved protein of unknown function,Function unknown,Op2366,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29870
BSU_33850,0.05130274261546823,yvbG,putative integral membrane protein,"Intracellular trafficking, secretion, and vesicular transport",Op2655,SigB,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33850
BSU_33810,0.05105657840605025,opuCC,glycine betaine/carnitine/choline/choline sulfate ABC transporter (osmoprotectant-binding lipoprotein),Cell wall/membrane/envelope biogenesis,Op2653,"RemA,OpcR,YlxR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33810
BSU_17240,0.04780001806702338,ymzB,conserved protein of unknown function involved in ethanol resistance,No COG annotation,Op1298,"SigB,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17240
BSU_37240,-0.0615045168994484,clsC,minor cardiolipin synthetase,Lipid transport and metabolism,Op2902,"SigB,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37240
