locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,ExsB,link
PA1721,0.13038666200000001,pscH,,type III export protein PscH,Function unknown,ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1721&e1=1&assembly=complete
PA1720,0.129770348,pscG,,type III export protein PscG,Function unknown,ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1720&e1=1&assembly=complete
PA1695,0.129158939,pscP,,translocation protein in type III secretion,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1695&e1=1&assembly=complete
PA1718,0.127299462,pscE,,type III export protein PscE,No COG annotation,ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1718&e1=1&assembly=complete
PA1714,0.12631363,exsD,,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1714&e1=1&assembly=complete
PA1710,0.125558416,exsC,,exoenzyme S synthesis protein ExsC,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1710&e1=1&assembly=complete
PA1723,0.11993033600000001,pscJ,,type III export protein PscJ,"Intracellular trafficking, secretion, and vesicular transport",ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1723&e1=1&assembly=complete
PA1702,0.11954880400000001,PA1702,,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1702&e1=1&assembly=complete
PA1700,0.11856461800000001,PA1700,,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1700&e1=1&assembly=complete
PA1713,0.11464782100000001,exsA,,exoenzyme S transcriptional regulator ExsA,Transcription,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1713&e1=1&assembly=complete
PA1725,0.110457338,pscL,,type III secretion system protein,Cell motility,ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1725&e1=1&assembly=complete
PA1722,0.11040253900000001,pscI,,type III export protein PscI,Function unknown,ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1722&e1=1&assembly=complete
PA1703,0.107776193,pcrD,,type III secretory apparatus protein PcrD,"Intracellular trafficking, secretion, and vesicular transport",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1703&e1=1&assembly=complete
PA1724,0.093760045,pscK,,type III export protein PscK,Function unknown,ExsB,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1724&e1=1&assembly=complete
PA1690,0.09220991,pscU,,translocation protein in type III secretion,"Intracellular trafficking, secretion, and vesicular transport",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1690&e1=1&assembly=complete
PA1692,0.080422345,PA1692,,translocation protein in type III secretion,"Intracellular trafficking, secretion, and vesicular transport",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1692&e1=1&assembly=complete
PA1691,0.072109326,pscT,,translocation protein in type III secretion,"Intracellular trafficking, secretion, and vesicular transport",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1691&e1=1&assembly=complete
PA1704,0.0663576,pcrR,,transcriptional regulator PcrR,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1704&e1=1&assembly=complete
