locus,gene_weight,gene_name,gene_product,cog,operon,regulator,DksA,link
b2606,0.0724591483,rplS,50S ribosomal subunit protein L19,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10880
b3299,0.07234910380000001,rpmJ,50S ribosomal subunit protein L36,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"YeiE,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11232
b3342,0.0712043868,rpsL,30S ribosomal subunit protein S12,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"YqhC,ppGpp,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10911
b3297,0.0710532546,rpsK,30S ribosomal subunit protein S11,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10910
b3166,0.07102228220000001,truB,tRNA pseudouridine(55) synthase,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ppGpp,ArgR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11177
b2185,0.07079841320000001,rplY,50S ribosomal subunit protein L25,"Translation, ribosomal structure and biogenesis",rplY,"RpoD,ppGpp,RplY,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10885
b3310,0.0691315131,rplN,50S ribosomal subunit protein L14,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10875
b2609,0.06909227030000001,rpsP,30S ribosomal subunit protein S16,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,YihW,YebK,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10915
b3986,0.0682533723,rplL,50S ribosomal subunit protein L12,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10873
b0169,0.0674798273,rpsB,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis",tff-rpsB-tsf,"RpoD,RpsB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10901
b3168,0.0673051697,infB,translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ArgR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10505
b0115,0.06533214700000001,aceF,pyruvate dehydrogenase%2C E2 subunit,Nucleotide transport and metabolism,pdhR-aceEF-lpd,"RpoD,RpoS,Fnr,NsrR,ArcA,Cra,Crp,PdhR,BtsR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10025
