locus,gene_weight,gene_name,gene_product,cog,regulator,fnr,link
STM3423,0.11859730110000001,rpsE,30S ribosomal subunit protein S5,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3423
STM4393,0.1170891691,rpsR,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis","crp,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4393
STM3425,0.1167079885,rplF,50S ribosomal subunit protein L6,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3425
STM2674,0.1157824929,trmD,tRNA (guanine-7-)-methyltransferase,"Translation, ribosomal structure and biogenesis","fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2674
STM4394,0.1133676089,rplI,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis","crp,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4394
STM4391,0.10969512390000001,rpsF,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis","crp,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4391
STM2675,0.1079940852,rimM,16S rRNA processing protein,"Translation, ribosomal structure and biogenesis","fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2675
STM3426,0.1034015674,rpsH,30S ribosomal subunit protein S8%2C and regulator,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3426
STM4150,0.1026056389,rplA,50S ribosomal subunit protein L1,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4150
STM3414,0.1023163285,rplQ,50S ribosomal subunit protein L17,"Translation, ribosomal structure and biogenesis",rpoD,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3414
STM2673,0.0953437974,rplS,50S ribosomal subunit protein L19,"Translation, ribosomal structure and biogenesis","fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2673
STM3446,0.0952580928,fusA,protein chain elongation factor EF-G,"Translation, ribosomal structure and biogenesis",rpoE,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3446
STM3420,0.0951501627,secY,preprotein translocase of IISP family,"Intracellular trafficking, secretion, and vesicular transport",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3420
STM3415,0.0942764344,rpoA,RNA polymerase%2C alpha subunit,Transcription,rpoD,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3415
STM3416,0.0931678939,rpsD,30S ribosomal subunit protein S4,"Translation, ribosomal structure and biogenesis",rpoD,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3416
STM4149,0.0926023233,rplK,50 S ribosomal subunit protein L11,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4149
STM3427,0.0890481713,rpsN,30S ribosomal subunit protein S14,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3427
STM2676,0.0880593466,rpsP,30S ribosomal subunit protein S16,"Translation, ribosomal structure and biogenesis","fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2676
STM3417,0.0880364263,rpsK,30S ribosomal subunit protein S11,"Translation, ribosomal structure and biogenesis",rpoD,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3417
STM3428,0.08519237610000001,rplE,50S ribosomal subunit protein L5,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3428
STM3447,0.0840392158,rpsG,30S ribosomal subunit protein S7,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3447
STM3429,0.0835963775,rplX,50S ribosomal subunit protein L24,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3429
STM3344,0.0808825167,rpsI,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis","crp,fis,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3344
STM4151,0.0792477849,rplJ,50S ribosomal subunit protein L10,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4151
STM3418,0.0789916751,rpsM,30S ribosomal subunit protein S13,"Translation, ribosomal structure and biogenesis",rpoD,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3418
STM0217,0.0778578587,tsf,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis","nac,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0217
STM3448,0.0749846218,rpsL,30S ribosomal subunit protein S12,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3448
STM3430,0.0746509733,rplN,50S ribosomal subunit protein L14,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3430
STM3345,0.0700395167,rplM,50S ribosomal subunit protein L13,"Translation, ribosomal structure and biogenesis","crp,fis,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3345
STM0216,0.0699466249,rpsB,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis","nac,rpoD",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0216
STM4154,0.0638885694,rpoC,RNA polymerase%2C beta prime subunit,Transcription,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4154
STM3286,0.06279372800000001,infB,protein chain initiation factor IF-2,"Translation, ribosomal structure and biogenesis","arcA,argR,crp,fis,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3286
STM4152,0.062065455500000005,rplL,50S ribosomal subunit protein L7/L12,"Translation, ribosomal structure and biogenesis",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4152
STM3285,0.060330596900000005,rbfA,ribosome-binding factor,"Translation, ribosomal structure and biogenesis","arcA,argR,crp,fis,fnr,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3285
