locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CcpA,link
BSU_05840,0.09183022668319772,gmuD,mannoside-phospho-beta-d-glucosidase,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05840
BSU_35910,0.08120736827036264,rbsR,ribose operon repressor (LacI family%2C D-ribose),Transcription,Op2794,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35910
BSU_17600,0.07908245760515636,xylA,xylose isomerase,Carbohydrate transport and metabolism,Op1332,"SigA,XylR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17600
BSU_05830,0.07811859568388546,gmuC,oligo-alpha-mannoside phosphotransferase system enzyme IIC,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05830
BSU_38030,0.0742908416213136,ywdA,conserved protein of unknown function,No COG annotation,Op2948,"SigA,SacT,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38030
BSU_39690,0.07307132113304755,iolH,putative sugar-phosphate epimerase/isomerase,Carbohydrate transport and metabolism,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39690
BSU_05860,0.06973234498036994,gmuE,ROK fructokinase%3B glucomannan utilization protein E,Carbohydrate transport and metabolism,Op459,"SigA,GmuR,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05860
BSU_38320,0.06521216871190602,cidA,metabolic regulator of murein hydrolases,Function unknown,Op2967,YwbI,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38320
BSU_39680,0.06519358502239272,iolI,inosose isomerase,Carbohydrate transport and metabolism,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39680
BSU_39700,0.06368202130000072,iolG,myo-inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase,Function unknown,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39700
BSU_19360,0.06362454233684346,odhB,2-oxoglutarate dehydrogenase complex (dihydrolipoamide transsuccinylase%2C E2 subunit),Energy production and conversion,Op1506,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19360
BSU_39670,0.061443099953761224,iolJ,2-deoxy-5-keto-D-gluconic acid 6-phosphate aldolase,Nucleotide transport and metabolism,Op3056,"SigA,IolR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39670
BSU_40110,0.06121435015379065,bglA,aryl-6-phospho-beta-glucosidase,Carbohydrate transport and metabolism,Op3077,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40110
BSU_38810,0.06086638533796875,msmX,multiple sugar (maltodextrins) transporter ATP-binding protein,Inorganic ion transport and metabolism,Op2999,CcpA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38810
BSU_38580,0.0588371148353128,licC,phosphotransferase system (PTS) lichenan-specific enzyme IIC component,Carbohydrate transport and metabolism,Op2986,"SigA,LicR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38580
BSU_13700,0.058762387097592565,clpE,ATP-dependent Clp protease (class III stress gene),"Post-translational modification, protein turnover, and chaperones",Op1073,"SigA,CtsR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13700
BSU_40050,-0.06647876410578753,gntR,transcriptional regulator (GntR-gluconate),Transcription,Op3075,"GntR,SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40050
BSU_38495,-0.11058783543532576,BSU_38495,hypothetical protein,No COG annotation,Op2983,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38495
