locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS01660,0.08992244611119933,Saci_0339,Saci_0339,hypothetical protein,Function Unknown,Op193,,https://www.uniprot.org/uniprot/A0A0U3HAL4
SACI_RS01685,0.08791399566469453,bioB_2,Saci_0344,radical SAM protein,General Function Prediction Only,Op194,,https://www.uniprot.org/uniprot/A0A0U2WT55
SACI_RS01720,0.08762921109779769,Saci_0352,Saci_0352,hypothetical protein,Function Unknown,Op197,,https://www.uniprot.org/uniprot/A0A0U2W4N3
SACI_RS01665,0.08760887388720938,ahpF,Saci_0340,thioredoxin family protein,"Posttranslational modification, protein turnover, chaperones",Op193,,https://www.uniprot.org/uniprot/A0A0U3GW70
SACI_RS01675,0.08757093410126762,Saci_0342,Saci_0342,peptidoglycan DD-metalloendopeptidase family protein,Function Unknown,Op194,,https://www.uniprot.org/uniprot/UPI000055222E
SACI_RS01625,0.08722303685229034,Saci_0332,Saci_0332,DsrE family protein,General Function Prediction Only,Op190,,https://www.uniprot.org/uniprot/A0A0U3GP07
SACI_RS01680,0.08714919551576167,bioB_1,Saci_0343,radical SAM protein,General Function Prediction Only,Op194,,https://www.uniprot.org/uniprot/A0A0U3FPA0
SACI_RS01620,0.08512082716493989,Saci_0331,Saci_0331,"sulphide: quinone oxidoreductase NAD(P)/FAD-dependent, Pyridine nucleotide-disulfide oxidoreductase",General Function Prediction Only,Op190,biofilm,https://www.uniprot.org/uniprot/A0A0U3H3H3
SACI_RS11930,0.08048488131455063,SACI_RS11930,,hypothetical protein,No arCOG annotation,Op799,,https://www.uniprot.org/uniprot/UPI0012D9D522
SACI_RS01630,0.08017306305970251,Saci_0333,Saci_0333,DUF1641 domain-containing protein,Function Unknown,Op190,,https://www.uniprot.org/uniprot/A0A0U3H7G2
SACI_RS08740,0.07982089612704696,trxA,Saci_1823,"thioredoxin, ROS-related","Posttranslational modification, protein turnover, chaperones",Op1045,biofilm,https://www.uniprot.org/uniprot/A0A0U3FA79
SACI_RS09985,0.07712918170645867,Saci_2065,Saci_2065,hypothetical protein,Function Unknown,Op1228,,https://www.uniprot.org/uniprot/A0A0U3H523
SACI_RS01640,0.07673252611336362,tusA,Saci_0335,sulfurtransferase TusA family protein,"Posttranslational modification, protein turnover, chaperones",Op192,,https://www.uniprot.org/uniprot/A0A0U3F829
SACI_RS01725,0.07502194843122256,Saci_0353,Saci_0353,OsmC family protein,"Posttranslational modification, protein turnover, chaperones",Op197,,https://www.uniprot.org/uniprot/A0A0U3F807
SACI_RS01700,0.07014282863117108,Saci_0348,Saci_0348,HAD family hydrolase,General Function Prediction Only,Op195,,https://www.uniprot.org/uniprot/A0A0U3GUP1
SACI_RS10540,0.06968267912042794,puuP,Saci_2181,APC family permease,Amino acid transport and metabolism,Op1316,,https://www.uniprot.org/uniprot/A0A0U3H482
SACI_RS01565,0.0681320785842166,fdhF,Saci_0320,formate dehydrogenase subunit alpha,General Function Prediction Only,Op183,,https://www.uniprot.org/uniprot/A0A0U2Y905
SACI_RS10165,0.06676005099392146,Saci_2103,Saci_2103,MarR family transcriptional regulator,Transcription,Op1254,,https://www.uniprot.org/uniprot/A0A0U2Y2M2
SACI_RS02305,0.06649696719852767,Saci_0477,Saci_0477,hypothetical protein,Function Unknown,Op270,,https://www.uniprot.org/uniprot/A0A0U3FNZ8
SACI_RS01705,0.06647274053562208,gcvH3,Saci_0349,glycine cleavage system protein H,Amino acid transport and metabolism,Op196,,https://www.uniprot.org/uniprot/A0A0U3FNE1
SACI_RS01645,0.06482765567280432,dsrE2,Saci_0336,DsrE/DsrF/DrsH-like family protein,General Function Prediction Only,Op192,,https://www.uniprot.org/uniprot/A0A0U3GKJ1
SACI_RS08385,-0.07143689635546778,Saci_1754,Saci_1754,hypothetical protein,Function Unknown,Op990,,https://www.uniprot.org/uniprot/A0A0U3H5I1
SACI_RS02105,-0.07528475328877536,Saci_0433,Saci_0433,hypothetical protein,Function Unknown,Op245,,https://www.uniprot.org/uniprot/A0A0U2WSY1
SACI_RS08350,-0.08467815372075924,soxE_1,Saci_1747,sulfocyanin,Energy production and conversion,Op984,,https://www.uniprot.org/uniprot/A0A0U2W163
