locus,gene_weight,gene_name,gene_product,cog,regulator,Sigma-70,link
PA0641,0.1460545496,PA0641,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0641&e1=1&assembly=complete
PA0626,0.14409689620000002,PA0626,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0626&e1=1&assembly=complete
PA0627,0.1411524287,PA0627,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0627&e1=1&assembly=complete
PA0616,0.140350517,PA0616,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0616&e1=1&assembly=complete
PA0614,0.1370896005,PA0614,hypothetical protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0614&e1=1&assembly=complete
PA0620,0.1350897825,PA0620,bacteriophage protein,Function unknown,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0620&e1=1&assembly=complete
PA0910,0.1305258477,PA0910,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0910&e1=1&assembly=complete
PA0807,0.1217172042,ampDh3,protein AmpDh3,Defense mechanisms,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0807&e1=1&assembly=complete
PA0615,0.11930745920000001,PA0615,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0615&e1=1&assembly=complete
PA0621,0.1192555698,PA0621,hypothetical protein,Defense mechanisms,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0621&e1=1&assembly=complete
PA0643,0.11834414300000001,PA0643,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0643&e1=1&assembly=complete
PA0612,0.1182232186,ptrB,repressor PtrB,Signal transduction mechanisms,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0612&e1=1&assembly=complete
PA0613,0.11793568600000001,PA0613,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0613&e1=1&assembly=complete
PA0911,0.1132886594,PA0911,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0911&e1=1&assembly=complete
PA0645,0.10714498580000001,PA0645,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0645&e1=1&assembly=complete
PA0646,0.1066581464,PA0646,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0646&e1=1&assembly=complete
PA0644,0.1029251439,PA0644,hypothetical protein,No COG annotation,Sigma-70,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0644&e1=1&assembly=complete
PA0985,0.10172587940000001,pyoS5,pyocin S5,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0985&e1=1&assembly=complete
PA0909,0.10036314290000001,PA0909,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0909&e1=1&assembly=complete
PA0908,0.09511055310000001,PA0908,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0908&e1=1&assembly=complete
PA0647,0.09106862730000001,PA0647,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0647&e1=1&assembly=complete
PA0648,0.08496707790000001,PA0648,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0648&e1=1&assembly=complete
PA3866,0.0692748034,PA3866,pyocin protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3866&e1=1&assembly=complete
PA0808,0.0618153522,PA0808,hypothetical protein,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0808&e1=1&assembly=complete
PA1150,0.0618062273,pys2,pyocin-S2,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1150&e1=1&assembly=complete
PA0610,0.054389377100000004,prtN,transcriptional regulator PrtN,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0610&e1=1&assembly=complete
PA0907,0.0527742405,PA0907,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0907&e1=1&assembly=complete
PA0817,0.0453594529,PA0817,ring-cleaving dioxygenase,Function unknown,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0817&e1=1&assembly=complete
PA2288,0.043269815100000004,PA2288,hypothetical protein,No COG annotation,LexA,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2288&e1=1&assembly=complete
PA0819,0.0387280839,PA0819,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0819&e1=1&assembly=complete
PA0670,0.0365901383,PA0670,hypothetical protein,"Replication, recombination and repair",LexA,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0670&e1=1&assembly=complete
PA2027,-0.043737726500000004,PA2027,hypothetical protein,No COG annotation,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2027&e1=1&assembly=complete
