locus,gene_weight,gene_name,gene_product,COG,operon,regulator,DksA,link
b3302,0.1298056094,rpmD,50S ribosomal subunit protein L30,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10888
b3303,0.1277508578,rpsE,30S ribosomal subunit protein S5,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10904
b3305,0.12472073380000001,rplF,50S ribosomal subunit protein L6,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10869
b3301,0.122076215,rplO,50S ribosomal subunit protein L15,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10876
b3984,0.1190539006,rplA,50S ribosomal subunit protein L1,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10864
b3306,0.1182344423,rpsH,30S ribosomal subunit protein S8,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10907
b3231,0.1170506791,rplM,50S ribosomal subunit protein L13,"Translation, ribosomal structure and biogenesis",rplM-rpsI,"RpoD,Fis,Fnr,Crp,ppGpp,RplM,SrmB,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10874
b4201,0.1163484989,priB,primosomal replication protein N,"Replication, recombination and repair",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10764
b2607,0.1150265147,trmD,tRNA m(1)G37 methyltransferase,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11023
b4202,0.1149369522,rpsR,30S ribosomal subunit protein S18,"Translation, ribosomal structure and biogenesis",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10917
b3983,0.11440082600000001,rplK,50S ribosomal subunit protein L11,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10872
b3312,0.1140541741,rpmC,50S ribosomal subunit protein L29,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10887
b3307,0.1120461288,rpsN,30S ribosomal subunit protein S14,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"YcjW,ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10913
b2608,0.1106523704,rimM,ribosome maturation factor RimM,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11153
b3308,0.1095624632,rplE,50S ribosomal subunit protein L5,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10868
b2606,0.10644528290000001,rplS,50S ribosomal subunit protein L19,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10880
b3296,0.10605614790000001,rpsD,30S ribosomal subunit protein S4,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10903
b4200,0.1059875502,rpsF,30S ribosomal subunit protein S6,"Translation, ribosomal structure and biogenesis",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,GlaR,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10905
b3311,0.1040098596,rpsQ,30S ribosomal subunit protein S17,"Translation, ribosomal structure and biogenesis",rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,"RpoD,ArcA,Fnr,RplD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10916
b3309,0.10376013910000001,rplX,50S ribosomal subunit protein L24,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10884
b3300,0.10324141690000001,secY,Sec translocon subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10766
b2609,0.1029780145,rpsP,30S ribosomal subunit protein S16,"Translation, ribosomal structure and biogenesis",rpsP-rimM-trmD-rplS,"RpoD,YihW,YebK,Fnr,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10915
b3310,0.1015073516,rplN,50S ribosomal subunit protein L14,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"ppGpp,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10875
b3294,0.100911817,rplQ,50S ribosomal subunit protein L17,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10878
b3230,0.10083643710000001,rpsI,30S ribosomal subunit protein S9,"Translation, ribosomal structure and biogenesis",rplM-rpsI,"RpoD,YdcN,Fis,Fnr,Crp,ppGpp,RplM,SrmB,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10908
b3297,0.0997233473,rpsK,30S ribosomal subunit protein S11,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10910
b4203,0.0989202584,rplI,50S ribosomal subunit protein L9,"Translation, ribosomal structure and biogenesis",rpsF-priB-rpsR-rplI,"RpoD,Crp,ppGpp,RpsR-RpsF",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10870
b3295,0.0986988646,rpoA,RNA polymerase subunit alpha,Transcription,rpsMKD-rpoA-rplQ,"RpoD,ppGpp,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10893
b3298,0.09053391420000001,rpsM,30S ribosomal subunit protein S13,"Translation, ribosomal structure and biogenesis",rpsMKD-rpoA-rplQ,"RpoD,ppGpp,RpsD,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10912
b0169,0.08882985410000001,rpsB,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis",tff-rpsB-tsf,"RpoD,RpsB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10901
b3985,0.0887701365,rplJ,50S ribosomal subunit protein L10,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10871
b3299,0.0887624864,rpmJ,50S ribosomal subunit protein L36,"Translation, ribosomal structure and biogenesis",rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,"YeiE,RpsH,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11232
b3341,0.08858860310000001,rpsG,30S ribosomal subunit protein S7,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"ppGpp,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10906
b3986,0.0861450757,rplL,50S ribosomal subunit protein L12,"Translation, ribosomal structure and biogenesis",rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10873
b2185,0.0828830898,rplY,50S ribosomal subunit protein L25,"Translation, ribosomal structure and biogenesis",rplY,"RpoD,ppGpp,RplY,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10885
b3340,0.0819522786,fusA,elongation factor G,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"RpoE,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10360
b3342,0.0791611477,rpsL,30S ribosomal subunit protein S12,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"YqhC,ppGpp,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10911
b0170,0.0770617422,tsf,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis",tff-rpsB-tsf,"RpoD,RpsB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11033
b3165,0.0723025081,rpsO,30S ribosomal subunit protein S15,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ppGpp,ArgR,RpsO",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10914
b3988,0.061580409200000005,rpoC,RNA polymerase subunit beta',Transcription,rplKAJL-rpoBC,"RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10895
b0911,0.0608168486,rpsA,30S ribosomal subunit protein S1,"Translation, ribosomal structure and biogenesis",cmk-rpsA-ihfB,"RpoD,ppGpp,RpsA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10900
b1717,0.059876520600000004,rpmI,50S ribosomal subunit protein L35,"Translation, ribosomal structure and biogenesis",thrS-infC-rpmI-rplT-pheMST-ihfA,"RpoD,YeiE,NsrR,RplT,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11231
b3167,0.0588832507,rbfA,30S ribosome binding factor,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ArgR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11178
b0436,0.0587326335,tig,trigger factor,"Cell cycle control, cell division, chromosome partitioning",tig,YciT,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11003
b1716,0.0585033113,rplT,50S ribosomal subunit protein L20,"Translation, ribosomal structure and biogenesis",thrS-infC-rpmI-rplT-pheMST-ihfA,"RpoD,NsrR,Fnr,ppGpp,RplT,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10881
b3987,0.0582595437,rpoB,RNA polymerase subunit beta,Transcription,rplKAJL-rpoBC,"ppGpp,RplA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10894
b3261,0.0563856511,fis,DNA-binding transcriptional dual regulator Fis,Transcription,dusB-fis,"RpoD,ppGpp,Crp,IHF,Fis,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10317
b3339,0.0536813146,tufA,translation elongation factor Tu 1,"Translation, ribosomal structure and biogenesis",rpsLG-fusA-tufA,"RpoD,RpoE,RpsG,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11036
b3166,0.0531228461,truB,tRNA pseudouridine(55) synthase,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ppGpp,ArgR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11177
b3168,0.0502538911,infB,translation initiation factor IF-2,"Translation, ribosomal structure and biogenesis",metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,"RpoD,Fis,Crp,ArgR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10505
b3162,0.049702651300000004,deaD,ATP-dependent RNA helicase DeaD,Nucleotide transport and metabolism,yrbN-deaD,"RpoD,YahB,YebK,ppGpp,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10215
b3185,0.049359478500000005,rpmA,50S ribosomal subunit protein L27,"Translation, ribosomal structure and biogenesis",rplU-rpmA-yhbE-obgE,"RpoD,ppGpp,MlrA,DksA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG50002
