locus,gene_weight,gene_name,gene_product,cog,regulator,MmsR,RpoS,link
PA2939,0.086299279,PA2939,aminopeptidase,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2939&e1=1&assembly=complete
PA0178,0.08627414580000001,PA0178,two-component sensor,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0178&e1=1&assembly=complete
PA2937,0.08569825710000001,PA2937,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2937&e1=1&assembly=complete
PA0179,0.08567724680000001,PA0179,two-component response regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0179&e1=1&assembly=complete
PA3415,0.0827082999,PA3415,branched-chain alpha-keto acid dehydrogenase subunit E2,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3415&e1=1&assembly=complete
PA0176,0.082592236,aer2,aerotaxis transducer Aer2,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0176&e1=1&assembly=complete
PA1888,0.0823441782,PA1888,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1888&e1=1&assembly=complete
PA4306,0.0811368392,flp,type IVb pilin Flp,"Intracellular trafficking, secretion, and vesicular transport",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4306&e1=1&assembly=complete
PA3418,0.0805701893,ldh,leucine dehydrogenase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3418&e1=1&assembly=complete
PA1174,0.079915176,napA,nitrate reductase catalytic subunit,Energy production and conversion,RpoS,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1174&e1=1&assembly=complete
PA0175,0.0777161405,PA0175,chemotaxis protein methyltransferase,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0175&e1=1&assembly=complete
PA1177,0.0776453997,napE,nitrate reductase protein NapE,Energy production and conversion,RpoS,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1177&e1=1&assembly=complete
PA2369,0.0764809548,PA2369,hypothetical protein,Function unknown,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2369&e1=1&assembly=complete
PA2024,0.0739340354,PA2024,ring-cleaving dioxygenase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2024&e1=1&assembly=complete
PA1172,0.0736619196,napC,cytochrome C protein NapC,Energy production and conversion,RpoS,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1172&e1=1&assembly=complete
PA3417,0.0733613754,PA3417,pyruvate dehydrogenase E1 component subunit alpha,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3417&e1=1&assembly=complete
PA0174,0.0728690771,PA0174,hypothetical protein,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0174&e1=1&assembly=complete
PA1175,0.07257921760000001,napD,nitrate reductase biosynthesis protein NapD,Inorganic ion transport and metabolism,RpoS,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1175&e1=1&assembly=complete
PA1173,0.0718263858,napB,cytochrome C protein NapB,Energy production and conversion,RpoS,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1173&e1=1&assembly=complete
PA0588,0.0712864699,PA0588,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0588&e1=1&assembly=complete
PA2371,0.0710771093,PA2371,ClpA/B-type protease,"Post-translational modification, protein turnover,and chaperones",Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2371&e1=1&assembly=complete
PA1166,0.0701330485,PA1166,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1166&e1=1&assembly=complete
PA0050,0.070017536,PA0050,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0050&e1=1&assembly=complete
PA2072,0.0697034586,PA2072,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2072&e1=1&assembly=complete
PA4607,0.0691609447,PA4607,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4607&e1=1&assembly=complete
PA0105,0.0671649211,coxB,cytochrome C oxidase subunit II,Energy production and conversion,"RoxR,RpoS,RpoS",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0105&e1=1&assembly=complete
PA3723,0.06715629990000001,PA3723,FMN oxidoreductase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3723&e1=1&assembly=complete
PA2572,0.0667274648,PA2572,two-component response regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2572&e1=1&assembly=complete
PA1930,0.06648921790000001,PA1930,chemotaxis transducer,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1930&e1=1&assembly=complete
PA1887,0.0652349965,PA1887,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1887&e1=1&assembly=complete
PA3250,0.0651878414,PA3250,hypothetical protein,Inorganic ion transport and metabolism,PhnR,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3250&e1=1&assembly=complete
PA2142a,0.0651183051,PA2142a,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2142a&e1=1&assembly=complete
PA0586,0.0632265587,PA0586,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0586&e1=1&assembly=complete
PA0484,0.0619815919,PA0484,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0484&e1=1&assembly=complete
PA4703,0.061466574600000004,PA4703,hypothetical protein,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4703&e1=1&assembly=complete
PA2504,0.061241807200000005,PA2504,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2504&e1=1&assembly=complete
PA0108,0.0587389259,coIII,cytochrome C oxidase subunit III,Energy production and conversion,"RoxR,RpoS,RpoS",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0108&e1=1&assembly=complete
PA0587,0.0584031718,PA0587,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0587&e1=1&assembly=complete
PA4702,0.0581727739,PA4702,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4702&e1=1&assembly=complete
PA0107,0.05814431900000001,PA0107,cytochrome C oxidase assembly protein,"Post-translational modification, protein turnover,and chaperones",RpoS,False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0107&e1=1&assembly=complete
PA3311,0.0576511132,PA3311,signaling protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3311&e1=1&assembly=complete
PA4112,0.0576107473,PA4112,sensor/response regulator hybrid protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4112&e1=1&assembly=complete
PA5059,0.0571842565,PA5059,transcriptional regulator,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5059&e1=1&assembly=complete
PA1951,0.0571716746,PA1951,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1951&e1=1&assembly=complete
PA2370,0.057111590100000005,PA2370,hypothetical protein,Function unknown,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2370&e1=1&assembly=complete
PA1354,0.056577276700000005,PA1354,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1354&e1=1&assembly=complete
PA2363,0.0564425369,PA2363,hypothetical protein,Function unknown,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2363&e1=1&assembly=complete
PA0451,0.0562347645,PA0451,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0451&e1=1&assembly=complete
PA2362,0.054727549,PA2362,hypothetical protein,Function unknown,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2362&e1=1&assembly=complete
PA2573,0.054403062700000004,PA2573,chemotaxis transducer,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2573&e1=1&assembly=complete
PA0007,0.0543898045,PA0007,hypothetical protein,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0007&e1=1&assembly=complete
PA0173,0.0537617481,PA0173,chemotaxis response regulator protein-glutamate methylesterase,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0173&e1=1&assembly=complete
PA1881,0.053639441,PA1881,oxidoreductase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1881&e1=1&assembly=complete
PA2360,0.0534664124,PA2360,hypothetical protein,Function unknown,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2360&e1=1&assembly=complete
PA4781,0.053441334,PA4781,cyclic di-GMP phosphodiesterase,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4781&e1=1&assembly=complete
PA0109,0.0532128401,PA0109,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0109&e1=1&assembly=complete
PA4294,0.0528539543,PA4294,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4294&e1=1&assembly=complete
PA5058,0.052834044000000004,phaC2,poly(3-hydroxyalkanoic acid) synthase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5058&e1=1&assembly=complete
PA0798,0.0527806294,pmtA,phospholipid methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0798&e1=1&assembly=complete
PA0106,0.0518166418,coxA,cytochrome C oxidase subunit I,Energy production and conversion,"RoxR,RpoS,RpoS",False,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0106&e1=1&assembly=complete
PA1745,0.051803210700000005,PA1745,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1745&e1=1&assembly=complete
PA1860,0.0517615931,PA1860,hypothetical protein,Coenzyme transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1860&e1=1&assembly=complete
PA4929,0.0510198683,PA4929,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4929&e1=1&assembly=complete
PA4362,0.0500464101,PA4362,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4362&e1=1&assembly=complete
PA2373,0.049147634700000005,PA2373,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2373&e1=1&assembly=complete
PA2174,0.0477453793,PA2174,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2174&e1=1&assembly=complete
PA1837a,0.0475444224,PA1837a,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1837a&e1=1&assembly=complete
PA4573,0.0473486614,PA4573,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4573&e1=1&assembly=complete
PA3430,0.0466262543,PA3430,aldolase,Carbohydrate transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3430&e1=1&assembly=complete
PA0788,0.046400563400000004,PA0788,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0788&e1=1&assembly=complete
PA4925,0.0460110123,PA4925,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4925&e1=1&assembly=complete
PA0110,0.0458328947,PA0110,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0110&e1=1&assembly=complete
PA3569,0.044998074400000004,mmsB,3-hydroxyisobutyrate dehydrogenase,Lipid transport and metabolism,MmsR,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3569&e1=1&assembly=complete
PA5213,0.0449374484,gcvP1,glycine dehydrogenase,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5213&e1=1&assembly=complete
PA0776,0.0448569226,PA0776,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0776&e1=1&assembly=complete
PA3957,0.0448133231,PA3957,short-chain dehydrogenase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3957&e1=1&assembly=complete
PA2746,0.0445780137,PA2746,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2746&e1=1&assembly=complete
PA3688,0.044445663100000005,PA3688,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3688&e1=1&assembly=complete
PA2361,0.0440591097,PA2361,hypothetical protein,Function unknown,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2361&e1=1&assembly=complete
PA4296,0.043753569000000006,pprB,two-component response regulator PprB,Transcription,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4296&e1=1&assembly=complete
PA5359,0.0437232708,PA5359,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5359&e1=1&assembly=complete
PA2571,0.0429393224,PA2571,two-component sensor,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2571&e1=1&assembly=complete
PA1880,0.0426286522,PA1880,oxidoreductase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1880&e1=1&assembly=complete
PA2755a,0.042425651700000004,PA2755a,hypothetical protein,Amino acid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2755a&e1=1&assembly=complete
PA2771,0.0415179144,PA2771,hypothetical protein,Signal transduction mechanisms,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2771&e1=1&assembly=complete
PA4915,0.0414487674,PA4915,chemotaxis transducer,Cell motility,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4915&e1=1&assembly=complete
PA5460,0.040955239500000004,PA5460,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5460&e1=1&assembly=complete
PA0256,0.040420007200000004,PA0256,hypothetical protein,No COG annotation,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0256&e1=1&assembly=complete
PA1190,0.040363320800000005,PA1190,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1190&e1=1&assembly=complete
PA3923,0.039844993200000005,PA3923,hypothetical protein,Cell wall/membrane/envelope biogenesis,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3923&e1=1&assembly=complete
PA2364,0.0397788781,PA2364,hypothetical protein,No COG annotation,Sfa3,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2364&e1=1&assembly=complete
PA4648,0.039589723300000004,PA4648,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4648&e1=1&assembly=complete
PA3032,0.0395448179,snr1,cytochrome C Snr1,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3032&e1=1&assembly=complete
PA2118a,0.0391518757,PA2118a,hypothetical protein,Carbohydrate transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2118a&e1=1&assembly=complete
PA1650,0.038964619000000006,PA1650,transporter,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1650&e1=1&assembly=complete
