locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigK,link
BSU_17670,0.07998397112416879,cotU,spore coat protein,No COG annotation,Op1338,"GerR,GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17670
BSU_30900,0.07954662562052828,cotS,spore coat protein,Function unknown,Op2437,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30900
BSU_37870,0.07906532400390218,spsE,putative phosphoenolpyruvate-sugar pyruvyltransferase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37870
BSU_05529,0.07898476783893517,ydzR,conserved hypothetical protein%2C sporulation-related,No COG annotation,Op434,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05529
BSU_37900,0.0777179334964674,spsB,putative dTDP glycosyl/glycerophosphate transferase or transport,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37900
BSU_16730,0.07522329033013593,spoVFA,spore dipicolinate synthase subunit A,Energy production and conversion,Op1265,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16730
BSU_37860,0.07425190849043316,spsF,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37860
BSU_19600,0.07384679205761227,yodH,putative S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",Op1526,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19600
BSU_07310,0.07226806181429833,yfnD,putative glycosyltransferase (complex carbohydrate synthase),Cell wall/membrane/envelope biogenesis,Op585,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07310
BSU_39580,0.07181079983944386,cotNE,inner spore coat protein,No COG annotation,Op3048,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39580
BSU_36050,0.07025595934942583,cotB,spore coat protein (outer),No COG annotation,Op2802,"GerR,GerE,SigK,SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36050
BSU_10910,0.06950462310295152,yisZ,putative adenylylsulfate kinase,Inorganic ion transport and metabolism,Op855,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10910
BSU_17410,0.06924296642635001,cwlC,N-acetylmuramoyl-L-alanine amidase (sporulation-specific),Cell wall/membrane/envelope biogenesis,Op1314,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17410
BSU_37850,0.06903110724851104,spsG,putative glycosyltransferase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37850
BSU_37880,0.06839870136449927,spsD,putative TDP-glycosamine N-acetyltransferase,Transcription,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37880
BSU_30870,0.06818631918522831,ytcB,putative UDP-glucose epimerase,Cell wall/membrane/envelope biogenesis,Op2435,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30870
BSU_19490,0.06675250172647122,gerT,component of the spore coat,Function unknown,Op1516,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19490
BSU_34530,0.06602839675144083,cotR,spore coat lipolytic enzyme,Function unknown,Op2694,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34530
BSU_10920,0.06407351957804605,yitA,putative sulfate adenylyltransferase,Inorganic ion transport and metabolism,Op855,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10920
BSU_37890,0.06324261198432396,spsC,putative glutamine-dependent sugar transaminase,Amino acid transport and metabolism,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37890
BSU_30880,0.06321675499230428,ytcC,putative glucosyltransferase,Cell wall/membrane/envelope biogenesis,Op2436,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30880
BSU_22200,0.06297816891762313,cotD,spore coat protein (inner),Function unknown,Op1793,"GerE,SigK,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22200
BSU_37840,0.062450091245945485,spsI,glucose-1-phosphate thymidylyltransferase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37840
BSU_25150,0.06042158026659655,yqfQ,conserved protein of unknown function,Function unknown,Op1992,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25150
BSU_13780,0.06038429931948585,ykvP,spore protein (HGT island),Cell wall/membrane/envelope biogenesis,Op1081,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13780
BSU_05570,0.059899505399014535,ydgB,conserved hypothetical protein%3B putative germination protein,Function unknown,Op437,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05570
BSU_19749,0.05758815488218955,yoyG,putative toxin of a type I toxin family (sporulation operon),No COG annotation,Op1544,SigD,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19749
BSU_28099,0.057585156698020674,yszA,conserved protein of unknown function,No COG annotation,Op2244,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28099
BSU_25565,0.056935986269102026,BSU_25565,hypothetical protein,No COG annotation,Op2018,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25565
BSU_13509,0.0568343867115258,ykzP,conserved protein of unknown function,Function unknown,Op1058,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13509
BSU_10950,0.055793216341733134,slpS,2-phospho-3-sulfolactate synthase,Function unknown,Op856,"SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10950
BSU_25710,0.054739736091115036,cwlH,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,Op2032,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25710
BSU_37830,0.05448333772942194,spsJ,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37830
BSU_30860,0.0542762207046493,ytcA,putative UDP-glucose dehydrogenase,Cell wall/membrane/envelope biogenesis,Op2434,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30860
BSU_10930,0.05331264768249192,yitB,putative phospho-adenylylsulfate reductase,Amino acid transport and metabolism,Op855,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10930
BSU_14980,0.05307450674691527,ylbE,conserved hypothetical protein,Function unknown,Op1175,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14980
BSU_19670,0.05116167688224553,yodN,conserved hypothetical protein,No COG annotation,Op1534,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19670
BSU_06850,0.050215723783350416,cotK,spore inner coat protein,No COG annotation,Op548,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06850
BSU_08660,0.04984586290906205,sspE,small acid-soluble spore protein (gamma-type SASP),Function unknown,Op668,"SpoVT,SigA,SigG,YfhP",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08660
BSU_05520,0.04975425990336057,ydzH,conserved hypothetical protein%2C sporulation-related,Function unknown,Op433,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05520
BSU_05560,0.049549553046759134,ydgA,conserved hypothetical protein%3B putative germination protein,Function unknown,Op437,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05560
BSU_00430,0.04953140595878327,prtG,sporulation-specific protease,Function unknown,Op34,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_00430
BSU_14970,0.049400025660628386,ylbD,sporulation-related protein (coat),Function unknown,Op1175,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14970
BSU_22240,0.04847386110939368,ypqA,putative chaperone,"Post-translational modification, protein turnover, and chaperones",Op1798,"SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22240
BSU_03680,0.04801236518986223,yclG,putative uronase,Cell wall/membrane/envelope biogenesis,Op277,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_03680
BSU_26826,0.047941449356032916,yrpDX,expressed polypeptide of unknown function,No COG annotation,Op2144,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_26826
BSU_13510,0.046693866099481465,ykzE,conserved protein of unknown function,No COG annotation,Op1059,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13510
BSU_14568,0.046622507784790115,BSU_14568,putative antitoxin,No COG annotation,Op1146,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_14568
BSU_28320,0.04654970855886519,cotQ,inner spore coat protein,No COG annotation,Op2254,"GerE,SigK,SigE,TnrA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28320
BSU_09230,0.04527277566044264,yhcV,putative CBS containing enzyme (sporulation-/ germination-related),Function unknown,Op712,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09230
BSU_37820,0.044268490470898564,spsK,putative dTDP-4-dehydrorhamnose reductase,Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37820
BSU_11280,0.043835572805464906,yjaU,conserved hypothetical protein,Lipid transport and metabolism,Op881,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11280
BSU_10940,0.04327667821724402,slpH,2-phospho%2C3-sulfolactate phosphatase (sporulation related),Coenzyme transport and metabolism,Op856,"SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10940
BSU_32469,0.04263488579495374,yuzJ,putative type I toxin,No COG annotation,Op2551,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32469
BSU_25080,0.041761631583458615,yqfX,conserved protein of unknown function expressed in germinating spores,Function unknown,Op1986,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25080
BSU_05550,0.04141616216726316,cotP,spore coat protein,"Post-translational modification, protein turnover, and chaperones",Op437,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_05550
BSU_29570,0.04134017005462908,sspA,small acid-soluble spore protein (alpha-type SASP),Function unknown,Op2344,"SpoVT,SigG",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29570
BSU_11798,0.0412382049115897,BSU_11798,protein remnant,No COG annotation,Op915,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11798
BSU_37450,0.04111024597992205,ywhK,factor interacting with DNA helicase PcrA,Energy production and conversion,Op2911,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37450
BSU_08980,0.04091920473395985,yhbH,factor involved in shape determination,Function unknown,Op699,SigE,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08980
BSU_31270,0.040129139031825314,tgl,protein-glutamine gamma-glutamyltransferase (transglutaminase),Function unknown,Op2461,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31270
BSU_09350,0.04003737412354519,yhdB,conserved hypothetical protein,Function unknown,Op721,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09350
BSU_37810,0.03955381850940058,spsL,putative dTDP-4-deoxyrhamnose-3%2C5-epimerase (cell surface and spore coat),Cell wall/membrane/envelope biogenesis,Op2938,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_37810
BSU_10720,0.039059493262781034,gerPA,spore germination protein,Function unknown,Op836,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10720
BSU_10670,0.038710409184228266,gerPF,spore germination protein,Function unknown,Op836,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10670
BSU_25820,0.038559109975174886,yqcI,conserved protein of unknown function%3B skin element,Function unknown,Op2040,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25820
BSU_21670,0.03851357386842612,spsMc,sporulation capsular polysaccharide biosynthesis enzyme C-terminal end%3B restored upon phage SPbeta excision,Carbohydrate transport and metabolism,Op1741,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21670
BSU_40530,0.03830363750322608,cotF,spore coat protein,Cell wall/membrane/envelope biogenesis,Op3107,"SigK,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40530
BSU_36040,0.03768308134168978,ywrJ,conserved protein of unknown function,No COG annotation,Op2801,"GerR,GerE,SigK,SigE,SpoIIID",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36040
BSU_17970,0.03732961897300397,cotM,spore coat protein (outer),"Post-translational modification, protein turnover, and chaperones",Op1367,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17970
BSU_13789,0.03686176825316441,ykzQ,putative peptidoglycan binding protein,Cell wall/membrane/envelope biogenesis,Op1081,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13789
BSU_06300,0.03650247305853385,cotA,outer spore coat copper-dependent promiscuous laccase,"Secondary metabolites biosynthesis, transport, and catabolism",Op505,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06300
BSU_22250,0.03542802112074084,yppG,putative spore coat protein%3B methionine-glutamine-rich protein,Function unknown,Op1799,"GerE,SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22250
BSU_30595,0.035289793077105426,ytlA,putative ABC anion transporter component,Inorganic ion transport and metabolism,Op2417,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30595
BSU_09180,0.03504921318203312,yhcQ,putative spore coat protein,Cell wall/membrane/envelope biogenesis,Op708,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09180
BSU_34520,0.03461283037985858,cotNP,spore coat protein%3B putative oxidoreductase,Energy production and conversion,Op2693,"GerE,SigK,SigG",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_34520
BSU_32360,0.034553107578820776,yunC,conserved protein of unknown function,Function unknown,Op2544,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32360
BSU_31140,0.03381941653551364,cdoA,cysteine dioxygenase,Function unknown,Op2453,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31140
BSU_27470,0.03331024643117897,yrrD,conserved protein of unknown function,Function unknown,Op2196,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27470
BSU_33340,0.032664027165390574,sspJ,small acid-soluble spore protein,Function unknown,Op2619,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33340
BSU_18670,0.03238800837704117,oxdD,oxalate decarboxylase (Mn2+-dependent)%3B spore constituent,Carbohydrate transport and metabolism,Op1430,"GerE,SigK",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18670
BSU_17980,0.0320225928607641,sspP,small acid-soluble spore protein,Function unknown,Op1368,SigG,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17980
BSU_32850,0.032006686147865386,putM,proline dehydrogenase 1,Amino acid transport and metabolism,Op2577,"SdpR,FadR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32850
BSU_08800,0.03166810391525753,ygaK,putative FAD-dependent oxido-reductase,Energy production and conversion,Op684,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08800
BSU_30470,0.031133300733379776,ytzC,conserved protein of unknown function,Function unknown,Op2407,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30470
BSU_19660,0.030899730666768238,yozD,conserved hypothetical protein,Function unknown,Op1532,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19660
BSU_13790,0.030598720225992214,ykvQ,putative sporulation-specific glycosylase (HGT island),Carbohydrate transport and metabolism,Op1081,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13790
BSU_19110,0.030419027464401224,yobW,mother cell-specific membrane sporulation protein,No COG annotation,Op1481,"SigK,SigE",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19110
BSU_30620,0.030242922997697645,ytlD,putative permease of ABC anion transporter,Inorganic ion transport and metabolism,Op2417,SigK,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30620
BSU_19760,0.030070385221606606,cgeD,putative glycosyltransferase involved in maturation of the outermost layer of the spore,Cell wall/membrane/envelope biogenesis,Op1545,"GerE,SigK,SigD",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19760
BSU_16880,0.030041063747432005,ymfJ,putative enzyme,Function unknown,Op1275,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16880
BSU_18030,0.029246059721051213,sspT,small acid-soluble spore protein (thioredoxin-like protein),Function unknown,Op1372,"SigG,SigF",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18030
BSU_20740,-0.035375469911207214,yopW,hypothetical protein%3B phage SPbeta,No COG annotation,Op1641,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20740
