locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,LldR,ErbR,link
PA0482,0.045626788,glcB,,malate synthase G,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0482&e1=1&assembly=complete
PA3568,0.04545916,PA3568,,propionyl-CoA synthetase,Lipid transport and metabolism,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3568&e1=1&assembly=complete
PA4640,0.045084264000000006,mqoB,,malate:quinone oxidoreductase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4640&e1=1&assembly=complete
PA4605,0.044583211000000005,PA4605,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4605&e1=1&assembly=complete
PA4812,0.043826384,fdnG,,formate dehydrogenase-O major subunit,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4812&e1=1&assembly=complete
PA4604,0.043274128,PA4604,,hypothetical protein,Function unknown,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4604&e1=1&assembly=complete
PA3614,0.042102881,PA3614,,hypothetical protein,"Translation, ribosomal structure and biogenesis",,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3614&e1=1&assembly=complete
PA2991,0.041795429,sth,,soluble pyridine nucleotide transhydrogenase,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2991&e1=1&assembly=complete
PA0797,0.041470463000000006,PA0797,,transcriptional regulator,Transcription,PrpR,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0797&e1=1&assembly=complete
PA0195.1,-0.050040186,pntAB,,NAD(P) transhydrogenase subunit alpha,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0195.1&e1=1&assembly=complete
PA5046,-0.052011345,PA5046,,malic enzyme,Energy production and conversion,,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5046&e1=1&assembly=complete
