locus,gene_weight,gene_name,gene_product,COG,operon,regulator,NarL,Fnr,link
b4074,-0.07111542600000001,nrfE,putative cytochrome c-type biogenesis protein NrfE,"Post-translational modification, protein turnover,and chaperones",nrfABCDEFG,"RpoD,YcjW,FlhDC,IHF,NsrR,NarL,NarP,Fis,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11948
b0896,-0.0711619507,dmsC,dimethyl sulfoxide reductase subunit C,Function unknown,dmsABC,"RpoD,Fis,ModE,IHF,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10234
b2205,-0.0841003231,napG,ferredoxin-type protein NapG,Energy production and conversion,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,IscR,NarP,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12064
b2111,-0.084108734,yehD,putative fimbrial protein YehD,Cell motility,yehDCBA,GlaR,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11990
b4073,-0.0865216625,nrfD,putative menaquinol-cytochrome c reductase subunit NrfD,Inorganic ion transport and metabolism,nrfABCDEFG,"RpoD,FlhDC,IHF,NsrR,NarL,NarP,Fis,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11947
b1225,-0.0868003975,narH,nitrate reductase A subunit beta,Energy production and conversion,narGHJI,"RpoD,RstA,Fis,IHF,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10639
b3367,-0.0945862667,nirC,nitrite transporter NirC,Inorganic ion transport and metabolism,nirBDC-cysG,"RpoD,Cra,Crp,IHF,NarL,NarP,Fis,H-NS,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10654
b2194,-0.0953527405,ccmH,holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmH,Inorganic ion transport and metabolism,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr,Nac",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12052
b2200,-0.0999344746,ccmB,heme trafficking system membrane protein CcmB,"Post-translational modification, protein turnover,and chaperones",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ppGpp,ModE,NarP,NarL,Fnr,Nac",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12058
b2201,-0.1004630231,ccmA,heme trafficking system ATP-binding protein,"Post-translational modification, protein turnover,and chaperones",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr,Nac",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12059
b2196,-0.1031807466,ccmF,holocytochrome c synthetase membrane subunit CcmF,"Post-translational modification, protein turnover,and chaperones",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12054
b2199,-0.10935153060000001,ccmC,heme trafficking system membrane protein CcmC,"Intracellular trafficking, secretion, and vesicular transport",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12057
b2197,-0.1106945074,ccmE,periplasmic heme chaperone,"Post-translational modification, protein turnover,and chaperones",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12055
b2198,-0.11159427740000001,ccmD,heme trafficking system membrane protein CcmD,"Intracellular trafficking, secretion, and vesicular transport",,"RpoD,FlhDC,ModE,NarP,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12169
b2204,-0.1247551526,napH,ferredoxin-type protein NapH,Energy production and conversion,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,IscR,NarL,NarP,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12062
b2202,-0.1293652917,napC,periplasmic nitrate reductase cytochrome c protein,Energy production and conversion,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,IscR,NarP,NarL,Fnr,Nac",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12060
b2195,-0.1299266523,ccmG,holocytochrome c synthetase - thiol:disulfide oxidoreductase CcmG,"Post-translational modification, protein turnover,and chaperones",napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,NarP,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12053
b1226,-0.1524882894,narJ,nitrate reductase 1 molybdenum cofactor assembly chaperone,Energy production and conversion,narGHJI,"RpoD,RstA,Fis,IHF,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10641
b1227,-0.1797810702,narI,nitrate reductase A subunit gamma,Energy production and conversion,narGHJI,"RpoD,RstA,Fis,IHF,NarL,Fnr",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10640
b2203,-0.19673586070000001,napB,periplasmic nitrate reductase cytochrome c550 protein,Energy production and conversion,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,IscR,NarP,NarL,Fnr,Nac",True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12061
