,gene_product,start,strand,cog,gene_name,operon,stop,regulator
LAC_H_02544,LAC_H_02544,0,,No COG category,LAC_H_02544,,,
LAC_H_02591,LAC_H_02591,0,,No COG category,LAC_H_02591,,,
LAC_H_02662,LAC_H_02662,0,,No COG category,LAC_H_02662,,,
LAC_H_02694,LAC_H_02694,0,,No COG category,LAC_H_02694,,,
LAC_H_02703,LAC_H_02703,0,,No COG category,LAC_H_02703,,,
LAC_H_02721,LAC_H_02721,0,,No COG category,LAC_H_02721,,,
LAC_H_02722,LAC_H_02722,0,,No COG category,LAC_H_02722,,,
USA300HOU_RS00005,chromosomal replication initiator protein DnaA,543,+,"Replication, recombination and repair",dnaA,dnaA,1905.0,
USA300HOU_RS00010,DNA polymerase III subunit beta,2182,+,"Replication, recombination and repair",dnaN,dnaN,3316.0,
USA300HOU_RS00015,RNA-binding protein,3696,+,Function unknown,yaaA,"yaaA,recF,gyrB,gyrA",3942.0,
USA300HOU_RS00020,DNA replication and repair protein RecF,3938,+,"Replication, recombination and repair",recF,"yaaA,recF,gyrB,gyrA",5051.0,
USA300HOU_RS00025,DNA gyrase subunit B,5060,+,"Replication, recombination and repair",gyrB,"yaaA,recF,gyrB,gyrA",6995.0,
USA300HOU_RS00030,DNA gyrase subunit A,7031,+,"Replication, recombination and repair",gyrA,"yaaA,recF,gyrB,gyrA",9695.0,
USA300HOU_RS00035,NAD(P)H-hydrate dehydratase,9781,-,Carbohydrate transport and metabolism,nnrD,nnrD,10594.0,
USA300HOU_RS00040,histidine ammonia-lyase,10919,+,Amino acid transport and metabolism,hutH,hutH,12434.0,CcpA
USA300HOU_RS00045,serine--tRNA ligase,12812,+,"Translation, ribosomal structure and biogenesis",serS,serS,14099.0,T-box(Ser)
USA300HOU_RS00050,azaleucine resistance protein AzlC,14748,+,Amino acid transport and metabolism,azlC,"azlC,azlD",15444.0,
USA300HOU_RS00055,membrane protein,15440,+,Function unknown,azlD,"azlC,azlD",15770.0,
USA300HOU_RS00060,homoserine O-acetyltransferase,16132,+,Amino acid transport and metabolism,metX,metX,17101.0,"CodY,SAM"
USA300HOU_RS00065,membrane protein,17391,+,Function unknown,USA300HOU_RS00065,"yybT,rplI,dnaB",18330.0,
USA300HOU_RS00070,DHH family phosphoesterase,18344,+,Signal transduction mechanisms,yybT,"yybT,rplI,dnaB",20312.0,
USA300HOU_RS00075,50S ribosomal protein L9,20308,+,"Translation, ribosomal structure and biogenesis",rplI,"yybT,rplI,dnaB",20755.0,
USA300HOU_RS00080,replicative DNA helicase,20786,+,"Replication, recombination and repair",dnaB,"yybT,rplI,dnaB",22187.0,
USA300HOU_RS00085,adenylosuccinate synthetase,22464,+,Nucleotide transport and metabolism,purA,purA,23748.0,PurR
USA300HOU_RS00100,DNA-binding response regulator,24951,+,Signal transduction mechanisms,vicR,"vicR,vicK,yycH,yycI",25653.0,"Rex,WalR"
USA300HOU_RS00105,cell wall metabolism sensor histidine kinase WalK,25665,+,Signal transduction mechanisms,vicK,"vicR,vicK,yycH,yycI",27492.0,Rex
USA300HOU_RS00110,hypothetical protein,27484,+,Function unknown,yycH,"vicR,vicK,yycH,yycI",28819.0,
USA300HOU_RS00115,hypothetical protein,28819,+,Function unknown,yycI,"vicR,vicK,yycH,yycI",29608.0,
USA300HOU_RS00120,metallo-hydrolase,29997,+,Function unknown,vicX,vicX,30798.0,
USA300HOU_RS00125,"multifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'-nucleotidase/3'-nucleotidase",31025,+,Nucleotide transport and metabolism,sasH,sasH,33344.0,
USA300HOU_RS00130,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,33711,+,Function unknown,rlmH,rlmH,34191.0,
USA300HOU_RS00135,hypothetical protein,34512,+,No COG category,orf028,orf028,35769.0,
USA300HOU_RS00140,IS6 family transposase IS431mec,35876,-,"Replication, recombination and repair",tnp2,tnp2,36551.0,
USA300HOU_RS00150,glycerophosphoryl diester phosphodiesterase,37812,+,Energy production and conversion,ugpQ,ugpQ,38556.0,
USA300HOU_RS00155,hypothetical protein,38652,+,Lipid transport and metabolism,pg15,pg15,39081.0,
USA300HOU_RS00160,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,39126,-,Cell wall/membrane/envelope biogenesis,pbpC,pbpC,41136.0,MecI
USA300HOU_RS00165,beta-lactam sensor/signal transducer MecR1,41232,+,Defense mechanisms,blaR,"blaR,hsdR",42219.0,
USA300HOU_RS00170,type I restriction endonuclease,42190,+,Defense mechanisms,hsdR,"blaR,hsdR",42451.0,
USA300HOU_RS00175,IS5/IS1182 family transposase,42460,-,No COG category,USA300HOU_RS00175,,44097.0,
USA300HOU_RS00180,hypothetical protein,44100,-,Function unknown,ccU,"ccU,orf010",44607.0,
USA300HOU_RS00185,hypothetical protein,44621,-,Function unknown,orf010,"ccU,orf010",44933.0,
USA300HOU_RS00190,hypothetical protein,45019,-,No COG category,USA300HOU_RS00190,"ccU,orf010",45370.0,
USA300HOU_RS00195,recombinase RecB,45891,-,"Replication, recombination and repair",ccrB,"ccrB,ccrA",47520.0,
USA300HOU_RS00200,recombinase RecA,47541,-,"Replication, recombination and repair",ccrA,"ccrB,ccrA",48891.0,
USA300HOU_RS00205,hypothetical protein,49124,-,"Replication, recombination and repair",ccH,ccH,50912.0,
USA300HOU_RS00210,hypothetical protein,50911,-,No COG category,USA300HOU_RS00210,ccH,51202.0,Genomic Island 1
USA300HOU_RS00215,hypothetical protein,51340,+,No COG category,USA300HOU_RS00215,,52390.0,Genomic Island 1
USA300HOU_RS00220,ATPase AAA,53062,+,Transcription,USA300HOU_RS00220,,54553.0,Genomic Island 1
USA300HOU_RS00230,MBL fold metallo-hydrolase,54925,-,No COG category,USA300HOU_RS00230,,56244.0,Genomic Island 1
USA300HOU_RS00235,HNH endonuclease,56433,+,Defense mechanisms,mll7993,,56805.0,Genomic Island 1
USA300HOU_RS00240,hypothetical protein,56933,+,No COG category,USA300HOU_RS00240,,57554.0,Genomic Island 1
USA300HOU_RS00245,HNH endonuclease,59042,+,Defense mechanisms,USA300HOU_RS00245,,60008.0,Genomic Island 1
USA300HOU_RS00250,hypothetical protein,60104,+,No COG category,USA300HOU_RS00250,,60296.0,Genomic Island 1
USA300HOU_RS00255,hypothetical protein,60387,+,No COG category,USA300HOU_RS00255,,60717.0,Genomic Island 1
USA300HOU_RS00260,hypothetical protein,60793,-,No COG category,USA300HOU_RS00260,,61153.0,Genomic Island 1
USA300HOU_RS00265,hypothetical protein,61682,-,No COG category,USA300HOU_RS00265,,62533.0,Genomic Island 1
USA300HOU_RS00270,spermidine N1-acetyltransferase,63045,-,Amino acid transport and metabolism,USA300HOU_RS00270,,63543.0,Genomic Island 1
USA300HOU_RS00275,alcohol dehydrogenase,64040,+,Energy production and conversion,adhC,adhC,65168.0,Genomic Island 1
USA300HOU_RS00280,hypothetical protein,65422,-,No COG category,USA300HOU_RS00280,"ccU,orf010",65647.0,Genomic Island 1
USA300HOU_RS00285,hypothetical protein,65660,-,Function unknown,ccU,"ccU,orf010",66164.0,Genomic Island 1
USA300HOU_RS00290,hypothetical protein,66179,-,Function unknown,orf010,"ccU,orf010",66491.0,Genomic Island 1
USA300HOU_RS00295,hypothetical protein,66577,-,No COG category,USA300HOU_RS00295,"ccU,orf010",66928.0,Genomic Island 1
USA300HOU_RS00300,IS3 family transposase,67735,+,No COG category,USA300HOU_RS00300,,68736.0,Genomic Island 1
USA300HOU_RS00305,carbamate kinase,68835,-,Amino acid transport and metabolism,USA300HOU_RS00305,arcb1,69765.0,Genomic Island 1
USA300HOU_RS00310,"ornithine carbamoyltransferase 1, catabolic",69784,-,Amino acid transport and metabolism,arcb1,arcb1,70783.0,Genomic Island 1
USA300HOU_RS00315,Crp/Fnr family transcriptional regulator,70820,-,Transcription,USA300HOU_RS00315,,71510.0,Genomic Island 1
USA300HOU_RS00320,arginine-ornithine antiporter,71551,-,Amino acid transport and metabolism,arcD,"arcD,arcA",72973.0,Genomic Island 1
USA300HOU_RS00325,arginine deiminase,73058,-,Amino acid transport and metabolism,arcA,"arcD,arcA",74294.0,Genomic Island 1
USA300HOU_RS00330,ArgR family transcriptional regulator,74562,-,Transcription,USA300HOU_RS00330,,75009.0,Genomic Island 1
USA300HOU_RS00335,universal stress protein,75510,+,Signal transduction mechanisms,USA300HOU_RS00335,,75942.0,
USA300HOU_RS00350,lysophospholipase,77075,+,Lipid transport and metabolism,ytpA,ytpA,77891.0,
USA300HOU_RS00355,IS110 family transposase,78191,+,"Replication, recombination and repair",USA300HOU_RS00355,,79391.0,
USA300HOU_RS00360,methyltransferase,79650,+,Function unknown,USA300HOU_RS00360,nikA,80343.0,
USA300HOU_RS00365,nickel ABC transporter substrate-binding protein,80339,+,Amino acid transport and metabolism,nikA,nikA,81893.0,
USA300HOU_RS00370,peptide ABC transporter permease,81895,+,Inorganic ion transport and metabolism,USA300HOU_RS00370,nikA,82852.0,
USA300HOU_RS00375,membrane protein,82851,+,Inorganic ion transport and metabolism,USA300HOU_RS00375,nikA,83619.0,
USA300HOU_RS00380,ABC transporter ATP-binding protein,83585,+,No COG category,USA300HOU_RS00380,nikA,84353.0,
USA300HOU_RS00385,NAD+ synthetase,84345,+,Function unknown,USA300HOU_RS00385,nikA,84981.0,
USA300HOU_RS00390,copper-translocating P-type ATPase,86000,+,Inorganic ion transport and metabolism,copB,"copB,ydhK",88064.0,
USA300HOU_RS00395,hypothetical protein,88081,+,Function unknown,ydhK,"copB,ydhK",88627.0,
USA300HOU_RS00410,TIGR04141 family sporadically distributed protein,89391,+,No COG category,USA300HOU_RS00410,,91139.0,
USA300HOU_RS00415,dihydrouridine synthase,91232,-,"Translation, ribosomal structure and biogenesis",USA300HOU_RS00415,,91685.0,
USA300HOU_RS00425,anion permease,91899,-,Function unknown,yrkJ,yrkJ,92655.0,
USA300HOU_RS00430,hypothetical protein,92654,-,Function unknown,USA300HOU_RS00430,yrkJ,92915.0,GraS
USA300HOU_RS00435,dihydroneopterin aldolase,93051,+,Inorganic ion transport and metabolism,yrkE,yrkE,94119.0,GraS
USA300HOU_RS00440,Zn-dependent hydrolase,94149,+,Inorganic ion transport and metabolism,USA300HOU_RS00440,yrkE,95484.0,
USA300HOU_RS00455,tRNA-dihydrouridine synthase,97362,-,"Translation, ribosomal structure and biogenesis",duS,duS,98295.0,
USA300HOU_RS00460,hypothetical protein,98657,+,No COG category,USA300HOU_RS00460,,98861.0,
USA300HOU_RS00465,transcriptional regulator,98909,+,Transcription,tfoX,tfoX,99206.0,
USA300HOU_RS00470,MFS transporter,99277,-,Carbohydrate transport and metabolism,spns1,spns1,100498.0,
USA300HOU_RS00475,flavodoxin,100490,-,Function unknown,USA300HOU_RS00475,,100976.0,
USA300HOU_RS00480,LysR family transcriptional regulator,101153,+,Transcription,ilvY,ilvY,102014.0,
USA300HOU_RS00485,DUF4865 domain-containing protein,102368,-,No COG category,USA300HOU_RS00485,,102902.0,
USA300HOU_RS00490,LysR family transcriptional regulator,102992,+,Transcription,USA300HOU_RS00490,,103736.0,
USA300HOU_RS00495,hypothetical protein,104169,+,No COG category,USA300HOU_RS00495,,104772.0,
USA300HOU_RS00500,ATPase,105038,+,"Replication, recombination and repair",USA300HOU_RS00500,,108191.0,
USA300HOU_RS00505,hypothetical protein,108247,+,No COG category,USA300HOU_RS00505,,108730.0,
USA300HOU_RS00510,1-phosphatidylinositol phosphodiesterase,108934,+,Carbohydrate transport and metabolism,plC,plC,109921.0,
USA300HOU_RS00515,tandem-type lipoprotein,110141,+,Function unknown,USA300HOU_RS00515,,110912.0,
USA300HOU_RS00520,tandem-type lipoprotein,110963,+,Function unknown,USA300HOU_RS00520,,111734.0,
USA300HOU_RS00525,tandem-type lipoprotein,111797,+,Function unknown,USA300HOU_RS00525,,112568.0,
USA300HOU_RS00530,tandem-type lipoprotein,112634,+,Function unknown,USA300HOU_RS00530,,113402.0,
USA300HOU_RS00535,AraC family transcriptional regulator,113534,+,Transcription,USA300HOU_RS00535,,115733.0,
USA300HOU_RS00540,amidohydrolase,115883,+,Amino acid transport and metabolism,amD,"amD,sbtA",117062.0,
USA300HOU_RS00545,MFS transporter,117063,+,Carbohydrate transport and metabolism,sbtA,"amD,sbtA",118452.0,
USA300HOU_RS00550,Na/Pi cotransporter,118944,-,Inorganic ion transport and metabolism,yjbB,yjbB,120606.0,WalR
USA300HOU_RS00555,oleate hydratase,120931,-,Function unknown,mycA,mycA,122707.0,
USA300HOU_RS00560,EamA family transporter,122880,-,No COG category,USA300HOU_RS00560,,123753.0,YdfD;YisV
USA300HOU_RS00565,aspartate aminotransferase,123865,+,Transcription,norG,norG,125263.0,
USA300HOU_RS00570,hypothetical protein,125452,+,No COG category,USA300HOU_RS00570,,125926.0,WalR
USA300HOU_RS00575,L-lactate permease,126187,+,Energy production and conversion,USA300HOU_RS00575,,127780.0,
USA300HOU_RS00580,peptidoglycan-binding protein LysM,128108,-,Cell wall/membrane/envelope biogenesis,spA,spA,129587.0,"CcpA,WalR"
USA300HOU_RS00585,transcriptional regulator,130007,-,Transcription,sarS,sarS,130760.0,WalR
USA300HOU_RS00590,iron ABC transporter permease,131128,-,Inorganic ion transport and metabolism,sirC,"sirC,sirB,sirA",132127.0,Fur
USA300HOU_RS00595,siderophore ABC transporter permease,132123,-,Inorganic ion transport and metabolism,sirB,"sirC,sirB,sirA",133119.0,Fur
USA300HOU_RS00600,iron ABC transporter substrate-binding protein,133134,-,Inorganic ion transport and metabolism,sirA,"sirC,sirB,sirA",134127.0,Fur
USA300HOU_RS00605,siderophore biosynthesis protein SbnA,134357,+,Amino acid transport and metabolism,sbnA,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",135338.0,Fur
USA300HOU_RS00610,"2,3-diaminopropionate biosynthesis protein SbnB",135334,+,Amino acid transport and metabolism,arcB,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",136345.0,Fur
USA300HOU_RS00615,siderophore biosynthesis protein SbnC,136365,+,"Secondary metabolites biosynthesis, transport, and catabolism",sbnC,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",138120.0,Fur
USA300HOU_RS00620,MFS transporter,138112,+,Carbohydrate transport and metabolism,mdtG,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",139369.0,Fur
USA300HOU_RS00625,siderophore biosynthesis protein SbnE,139358,+,"Secondary metabolites biosynthesis, transport, and catabolism",iucA,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",141095.0,Fur
USA300HOU_RS00630,siderophore biosynthesis protein SbnF,141003,+,"Secondary metabolites biosynthesis, transport, and catabolism",iucC,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",142854.0,Fur
USA300HOU_RS00635,siderophore biosynthesis protein SbnG,142828,+,Carbohydrate transport and metabolism,sbnG,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",143605.0,Fur
USA300HOU_RS00640,diaminopimelate decarboxylase,143604,+,Amino acid transport and metabolism,sbnH,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",144807.0,Fur
USA300HOU_RS00645,siderophore biosynthesis protein SbnI,144810,+,Transcription,sbnI,"sbnA,arcB,sbnC,mdtG,iucA,iucC,sbnG,sbnH,sbnI",145575.0,Fur
USA300HOU_RS00655,hypothetical protein,145770,+,No COG category,USA300HOU_RS00655,,146178.0,
USA300HOU_RS00660,MFS transporter,146227,+,No COG category,USA300HOU_RS00660,,146854.0,
USA300HOU_RS00665,diacetyl reductase ((S)-acetoin forming),147065,+,Function unknown,budC,budC,147842.0,CodY
USA300HOU_RS00675,NAD-dependent dehydratase,148177,+,Cell wall/membrane/envelope biogenesis,galE,"galE,tuaA",149158.0,
USA300HOU_RS00680,UDP-phosphate N-acetylgalactosaminyl-1-phosphate transferase,149120,+,Cell wall/membrane/envelope biogenesis,tuaA,"galE,tuaA",149813.0,
USA300HOU_RS00685,glycosyl transferase family 1,150022,+,Cell wall/membrane/envelope biogenesis,USA300HOU_RS00685,wzY,151189.0,
USA300HOU_RS00690,ligase,151169,+,Cell wall/membrane/envelope biogenesis,wzY,wzY,152408.0,
USA300HOU_RS00695,hypothetical protein,152397,+,Cell wall/membrane/envelope biogenesis,USA300HOU_RS00695,wzY,153828.0,
USA300HOU_RS00700,Superoxide dismutase [Mn/Fe] 2,154095,+,Inorganic ion transport and metabolism,sodM,sodM,154695.0,CodY
USA300HOU_RS00705,hypothetical protein,155062,+,No COG category,USA300HOU_RS00705,,155788.0,WalR
USA300HOU_RS00710,GntR family transcriptional regulator,155979,-,Transcription,crgR,crgR,156735.0,
USA300HOU_RS00720,purine-nucleoside phosphorylase,156970,+,Nucleotide transport and metabolism,deoD,"deoD,tet38",157678.0,
USA300HOU_RS00725,tetracycline efflux MFS transporter Tet(38),157684,+,Inorganic ion transport and metabolism,tet38,"deoD,tet38",159037.0,
USA300HOU_RS00730,2-deoxyribose-5-phosphate aldolase,159117,+,Nucleotide transport and metabolism,deoc1,"deoc1,deoB",159780.0,
USA300HOU_RS00735,phosphopentomutase,159807,+,Carbohydrate transport and metabolism,deoB,"deoc1,deoB",160986.0,
USA300HOU_RS00740,"phosphonate ABC transporter, permease protein PhnE",161116,-,Inorganic ion transport and metabolism,phnE,"phnE,phnB,phnC",161932.0,
USA300HOU_RS00745,"phosphonate ABC transporter, permease protein PhnE",161928,-,Inorganic ion transport and metabolism,phnB,"phnE,phnB,phnC",162729.0,
USA300HOU_RS00750,phosphonates import ATP-binding protein PhnC,162730,-,Inorganic ion transport and metabolism,phnC,"phnE,phnB,phnC",163504.0,
USA300HOU_RS00755,phosphonate ABC transporter substrate-binding protein,163717,-,Inorganic ion transport and metabolism,phnD,phnD,164674.0,
USA300HOU_RS00760,hypothetical protein,164902,+,Function unknown,USA300HOU_RS00760,yfkN,166447.0,
USA300HOU_RS00765,bifunctional metallophosphatase/5'-nucleotidase,166497,+,Nucleotide transport and metabolism,yfkN,yfkN,168033.0,
USA300HOU_RS00775,replication initiation protein,168692,+,No COG category,USA300HOU_RS00775,,169178.0,
USA300HOU_RS00780,hypothetical protein,169162,+,No COG category,USA300HOU_RS00780,,169453.0,
USA300HOU_RS00785,hypothetical protein,169536,+,No COG category,USA300HOU_RS00785,,169863.0,
USA300HOU_RS00795,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,171100,+,Energy production and conversion,adhE,adhE,173710.0,Rex
USA300HOU_RS00800,capsular polysaccharide type 5 biosynthesis protein cap5A,174054,+,Cell wall/membrane/envelope biogenesis,cap8A,"cap8A,capB,capC",174723.0,CodY
USA300HOU_RS00805,capsular polysaccharide biosynthesis protein Cap5B,174738,+,"Cell cycle control, cell division, chromosome partitioning",capB,"cap8A,capB,capC",175425.0,CodY
USA300HOU_RS00810,capsular polysaccharide biosynthesis protein Cap8C,175427,+,No COG category,capC,"cap8A,capB,capC",176192.0,CodY
USA300HOU_RS00815,hypothetical protein,176211,+,No COG category,USA300HOU_RS00815,,178036.0,
USA300HOU_RS00820,UDP-glucose 4-epimerase,178025,+,Cell wall/membrane/envelope biogenesis,capD,"capD,cap5F",179054.0,CodY
USA300HOU_RS00825,capsular polysaccharide biosynthesis protein Cap8F,179066,+,Cell wall/membrane/envelope biogenesis,cap5F,"capD,cap5F",180176.0,CodY
USA300HOU_RS00830,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),180179,+,No COG category,USA300HOU_RS00830,,181304.0,CodY
USA300HOU_RS00835,O-acetyltransferase,181306,+,Function unknown,cap5H,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",181933.0,CodY
USA300HOU_RS00840,capsular polysaccharide biosynthesis protein,181937,+,Cell wall/membrane/envelope biogenesis,cap5I,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",183047.0,CodY
USA300HOU_RS00845,capsular polysaccharide biosynthesis protein,183060,+,Cell wall/membrane/envelope biogenesis,cap5J,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",184227.0,CodY
USA300HOU_RS00850,capsular polysaccharide biosynthesis protein,184219,+,Cell wall/membrane/envelope biogenesis,cap5K,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",185425.0,CodY
USA300HOU_RS00855,glycosyltransferase WbuB,185425,+,Cell wall/membrane/envelope biogenesis,cap5L,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",186631.0,CodY
USA300HOU_RS00860,capsular polysaccharide biosynthesis protein Cap8M,186641,+,Cell wall/membrane/envelope biogenesis,capM,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",187199.0,CodY
USA300HOU_RS00865,UDP-glucose 4-epimerase,187198,+,Cell wall/membrane/envelope biogenesis,cap5N,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",188086.0,CodY
USA300HOU_RS00870,UDP-N-acetyl-D-mannosamine dehydrogenase,188139,+,Cell wall/membrane/envelope biogenesis,wecC,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",189402.0,CodY
USA300HOU_RS00875,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),189478,+,Cell wall/membrane/envelope biogenesis,cap5P,"cap5H,cap5I,cap5J,cap5K,cap5L,capM,cap5N,wecC,cap5P",190624.0,CodY
USA300HOU_RS00880,monooxygenase IsdI,190688,-,Energy production and conversion,isdI,isdI,191015.0,
USA300HOU_RS00885,hypothetical protein,191021,-,Function unknown,USA300HOU_RS00885,isdI,191405.0,
USA300HOU_RS00890,aldehyde dehydrogenase,191831,+,Energy production and conversion,aldA,aldA,193319.0,CcpA
USA300HOU_RS00895,cation transporter,193964,+,Inorganic ion transport and metabolism,czcD,czcD,194924.0,
USA300HOU_RS00900,hypothetical protein,194985,-,No COG category,USA300HOU_RS00900,,195189.0,WalR
USA300HOU_RS00905,hypothetical protein,195367,+,No COG category,srpF,srpF,195880.0,"CymR,CodY"
USA300HOU_RS00910,sulfonate ABC transporter ATP-binding protein,196221,+,Inorganic ion transport and metabolism,tauB,"tauB,ssuC",196962.0,CymR
USA300HOU_RS00915,hypothetical protein,196975,+,Inorganic ion transport and metabolism,USA300HOU_RS00915,"tauB,ssuC",197950.0,CymR
USA300HOU_RS00920,sulfonate ABC transporter permease,197946,+,Inorganic ion transport and metabolism,ssuC,"tauB,ssuC",198708.0,CymR
USA300HOU_RS00925,butyryl-CoA dehydrogenase,198720,+,No COG category,USA300HOU_RS00925,,199753.0,
USA300HOU_RS00930,hypothetical protein,199969,+,Function unknown,USA300HOU_RS00930,,200329.0,
USA300HOU_RS00935,formate dehydrogenase,200501,+,Energy production and conversion,fdH,fdH,201527.0,
USA300HOU_RS00940,MFS transporter,201912,+,Carbohydrate transport and metabolism,yweA,yweA,203163.0,WalR
USA300HOU_RS00945,non-ribosomal peptide synthetase,203609,+,"Secondary metabolites biosynthesis, transport, and catabolism",USA300HOU_RS00945,sfP,210785.0,WalR
USA300HOU_RS00950,4'-phosphopantetheinyl transferase,210797,+,Coenzyme transport and metabolism,sfP,sfP,211442.0,
USA300HOU_RS00955,hypothetical protein,211769,-,Function unknown,USA300HOU_RS00955,,212249.0,GraS
USA300HOU_RS00960,acetylglutamate kinase,212518,-,Amino acid transport and metabolism,argB,"argB,argJ,argC,argD",213283.0,ArgR
USA300HOU_RS00965,bifunctional glutamate N-acetyltransferase/amino-acid N-acetyltransferase,213298,-,Amino acid transport and metabolism,argJ,"argB,argJ,argC,argD",214540.0,ArgR
USA300HOU_RS00970,N-acetyl-gamma-glutamyl-phosphate reductase,214551,-,Amino acid transport and metabolism,argC,"argB,argJ,argC,argD",215583.0,ArgR
USA300HOU_RS00975,ornithine aminotransferase 1,215621,-,Amino acid transport and metabolism,argD,"argB,argJ,argC,argD",216806.0,ArgR
USA300HOU_RS00980,branched-chain amino acid transporter II carrier protein,217058,-,Amino acid transport and metabolism,brnQ,brnQ,218414.0,CodY
